customer_id,kyc_status,risk_category,occupation,annual_income_band,document_type,document_verified,phone_verified,address_verified,pep_status
C009033291,PENDING,HIGH,SELF_EMPLOYED,20L+,PASSPORT,TRUE,TRUE,TRUE,FALSE
C009033428,VERIFIED,HIGH,PROFESSIONAL,20L+,PAN,TRUE,TRUE,FALSE,TRUE
C009033565,VERIFIED,MEDIUM,RETIRED,10L-20L,AADHAAR,TRUE,TRUE,TRUE,FALSE
C009033702,VERIFIED,LOW,BUSINESS_OWNER,10L-20L,PASSPORT,TRUE,TRUE,TRUE,FALSE
C009033839,VERIFIED,MEDIUM,BUSINESS_OWNER,0-3L,PASSPORT,TRUE,TRUE,TRUE,FALSE
C009033976,VERIFIED,HIGH,BUSINESS_OWNER,20L+,PASSPORT,TRUE,TRUE,FALSE,FALSE
C009034113,VERIFIED,MEDIUM,BUSINESS_OWNER,10L-20L,VOTER_ID,TRUE,TRUE,FALSE,FALSE
C009034250,PENDING,MEDIUM,PROFESSIONAL,0-3L,PAN,TRUE,TRUE,TRUE,FALSE
C009034387,PENDING,MEDIUM,SALARIED,20L+,AADHAAR,TRUE,TRUE,TRUE,FALSE
C009034524,PENDING,MEDIUM,SELF_EMPLOYED,5L-10L,PAN,TRUE,TRUE,TRUE,FALSE
C009034661,PENDING,MEDIUM,SELF_EMPLOYED,10L-20L,PASSPORT,TRUE,TRUE,TRUE,FALSE
C009034798,VERIFIED,LOW,PROFESSIONAL,0-3L,VOTER_ID,TRUE,TRUE,TRUE,FALSE
C009034935,VERIFIED,LOW,RETIRED,3L-5L,AADHAAR,TRUE,TRUE,TRUE,FALSE
C009035072,VERIFIED,MEDIUM,SALARIED,5L-10L,PAN,TRUE,TRUE,TRUE,FALSE
C009035209,VERIFIED,LOW,SELF_EMPLOYED,5L-10L,VOTER_ID,TRUE,TRUE,TRUE,FALSE
C009035346,VERIFIED,LOW,SALARIED,10L-20L,PAN,TRUE,TRUE,FALSE,FALSE
C009035483,VERIFIED,LOW,RETIRED,10L-20L,VOTER_ID,TRUE,TRUE,FALSE,FALSE
C009035620,VERIFIED,LOW,PROFESSIONAL,0-3L,PAN,TRUE,TRUE,TRUE,FALSE
C009035757,PENDING,MEDIUM,STUDENT,10L-20L,AADHAAR,TRUE,TRUE,TRUE,FALSE
C009035894,VERIFIED,MEDIUM,SELF_EMPLOYED,20L+,VOTER_ID,TRUE,TRUE,TRUE,FALSE
C009036031,VERIFIED,MEDIUM,PROFESSIONAL,0-3L,VOTER_ID,TRUE,TRUE,TRUE,FALSE
C009036168,PENDING,LOW,STUDENT,0-3L,VOTER_ID,TRUE,TRUE,FALSE,FALSE
C009036305,VERIFIED,MEDIUM,RETIRED,20L+,AADHAAR,TRUE,TRUE,FALSE,FALSE
C009036442,VERIFIED,LOW,BUSINESS_OWNER,3L-5L,PAN,TRUE,TRUE,FALSE,TRUE
C009036579,PENDING,LOW,SALARIED,0-3L,PAN,TRUE,TRUE,FALSE,FALSE
C009036716,VERIFIED,LOW,STUDENT,3L-5L,AADHAAR,TRUE,TRUE,TRUE,TRUE
C009036853,VERIFIED,MEDIUM,RETIRED,0-3L,PAN,TRUE,TRUE,TRUE,FALSE
C009036990,VERIFIED,LOW,PROFESSIONAL,0-3L,VOTER_ID,TRUE,TRUE,FALSE,FALSE
C009037127,VERIFIED,HIGH,SALARIED,20L+,PASSPORT,TRUE,TRUE,TRUE,FALSE
C009037264,PENDING,MEDIUM,BUSINESS_OWNER,3L-5L,VOTER_ID,TRUE,TRUE,FALSE,FALSE
C009037401,VERIFIED,LOW,PROFESSIONAL,10L-20L,AADHAAR,TRUE,TRUE,FALSE,FALSE
C009037538,PENDING,MEDIUM,BUSINESS_OWNER,3L-5L,PASSPORT,TRUE,TRUE,TRUE,FALSE
C009037675,VERIFIED,HIGH,STUDENT,20L+,VOTER_ID,TRUE,TRUE,TRUE,FALSE
C009037812,VERIFIED,LOW,STUDENT,10L-20L,AADHAAR,TRUE,TRUE,TRUE,FALSE
C009037949,VERIFIED,LOW,BUSINESS_OWNER,0-3L,PASSPORT,TRUE,TRUE,FALSE,FALSE
C009038086,VERIFIED,LOW,PROFESSIONAL,3L-5L,VOTER_ID,TRUE,TRUE,TRUE,FALSE
C009038223,VERIFIED,LOW,SELF_EMPLOYED,5L-10L,AADHAAR,TRUE,TRUE,TRUE,FALSE
C009038360,VERIFIED,MEDIUM,SELF_EMPLOYED,10L-20L,AADHAAR,TRUE,TRUE,TRUE,FALSE
C009038497,VERIFIED,LOW,STUDENT,5L-10L,AADHAAR,TRUE,TRUE,FALSE,FALSE
C009038634,VERIFIED,LOW,PROFESSIONAL,3L-5L,VOTER_ID,TRUE,TRUE,FALSE,FALSE
C009038771,VERIFIED,LOW,RETIRED,0-3L,AADHAAR,TRUE,TRUE,FALSE,FALSE
C009038908,VERIFIED,MEDIUM,PROFESSIONAL,5L-10L,AADHAAR,TRUE,TRUE,FALSE,FALSE
C009039045,PENDING,MEDIUM,RETIRED,5L-10L,PASSPORT,TRUE,TRUE,TRUE,FALSE
C009039182,VERIFIED,MEDIUM,PROFESSIONAL,0-3L,PAN,TRUE,TRUE,FALSE,FALSE
C009039319,PENDING,LOW,SALARIED,3L-5L,PASSPORT,TRUE,TRUE,TRUE,FALSE
C009039456,VERIFIED,LOW,PROFESSIONAL,3L-5L,AADHAAR,TRUE,TRUE,TRUE,FALSE
C009039593,VERIFIED,LOW,RETIRED,3L-5L,AADHAAR,TRUE,TRUE,TRUE,FALSE
C009039730,PENDING,LOW,SELF_EMPLOYED,5L-10L,PASSPORT,TRUE,TRUE,FALSE,FALSE
C009039867,PENDING,HIGH,SALARIED,20L+,AADHAAR,TRUE,TRUE,TRUE,FALSE
C009040004,VERIFIED,LOW,SALARIED,5L-10L,PAN,TRUE,TRUE,FALSE,FALSE
C009040141,VERIFIED,LOW,BUSINESS_OWNER,0-3L,VOTER_ID,TRUE,TRUE,TRUE,FALSE
C009040278,VERIFIED,LOW,BUSINESS_OWNER,0-3L,VOTER_ID,TRUE,TRUE,FALSE,FALSE
C009040415,VERIFIED,MEDIUM,PROFESSIONAL,20L+,VOTER_ID,TRUE,TRUE,TRUE,FALSE
C009040552,PENDING,MEDIUM,RETIRED,10L-20L,PASSPORT,TRUE,TRUE,FALSE,FALSE
C009040689,VERIFIED,LOW,SALARIED,0-3L,PAN,TRUE,TRUE,FALSE,FALSE
C009040826,PENDING,MEDIUM,RETIRED,20L+,AADHAAR,TRUE,TRUE,TRUE,FALSE
C009040963,VERIFIED,LOW,STUDENT,10L-20L,PAN,TRUE,TRUE,TRUE,FALSE
C009041100,VERIFIED,HIGH,SELF_EMPLOYED,20L+,VOTER_ID,TRUE,TRUE,TRUE,FALSE
