customer_id,beneficiary_id,relationship_status
C009031784,C2006206648,NEW
C009036853,C1330106945,NEW
C009019043,C854671988,NEW
C009004658,C1664439369,NEW
C009016440,C1427067435,ESTABLISHED
C009007535,C284686302,NEW
C009031099,C812586739,NEW
C009039319,C1491676195,NEW
C009029181,C424743902,NEW
C009022879,C194746285,NEW
C009006713,C339924917,NEW
C009023427,C625088521,NEW
C009017262,C33524623,NEW
C009040552,C1219161283,NEW
C009004658,C872592585,NEW
C009028907,C323287038,NEW
C009008494,C312362475,NEW
C009037675,C611621587,NEW
C009024112,C1321530272,NEW
C009018358,C1266035080,NEW
C009005891,C894315519,NEW
C009031510,C1870252780,NEW
C009040278,C410033330,NEW
C009039730,C162114152,NEW
C009021646,C162114152,NEW
C009039730,C1387567249,NEW
C009013700,C2140846441,NEW
C009010412,C284686302,NEW
C009028633,C2012808675,NEW
C009028496,C71364493,NEW
C009002192,C1728766751,RECURRING
C009024797,C1464835638,NEW
C009034250,C2012808675,NEW
C009012467,C158424358,NEW
C009033017,C1100439041,NEW
C009004384,C304528024,NEW
C009035483,C741431520,NEW
C009024797,C345679794,NEW
C009036716,C905650857,NEW
C009013426,C357863579,RECURRING
C009039456,C1334973394,NEW
C009012878,C1816986148,NEW
C009029729,C1165398731,NEW
C009037949,C270095066,RECURRING
C009002877,C1151964959,NEW
C009027126,C1289462509,NEW
C009004658,C1359953204,NEW
C009008768,C1529115495,NEW
C009009179,C716083600,NEW
C009039319,C1137350304,NEW
C009034524,C1820355723,NEW
C009040141,C842984696,RECURRING
C009020276,C558216562,NEW
C009018769,C1440325059,NEW
C009022194,C863811613,NEW
C009010138,C1991252420,NEW
C009006028,C954225330,NEW
C009020961,C158424358,RECURRING
C009005617,C1121686878,NEW
C009013426,C954225330,NEW
C009004521,C2145041211,RECURRING
C009002055,C1615535645,NEW
C009014796,C153950082,NEW
C009001918,C2113508588,NEW
C009015344,C1225616405,RECURRING
C009029044,C728885526,NEW
C009004247,C870563118,NEW
C009018632,C510382951,NEW
C009014933,C2063763486,NEW
C009000548,C122086708,NEW
C009011371,C1466073198,NEW
C009028770,C1570256460,NEW
C009005480,C1538745405,NEW
C009040278,C1413871034,NEW
C009027674,C423583818,RECURRING
C009022879,C884457408,NEW
C009002740,C920011586,NEW
C009021646,C1706891711,NEW
C009038634,C1870367457,NEW
C009034524,C771404135,NEW
C009033565,C998351292,NEW
C009016714,C527482085,NEW
C009022194,C2034284329,NEW
C009020002,C681979935,NEW
C009016714,C991505714,NEW
C009004795,C1822045793,NEW
C009009316,C1384210339,NEW
C009030551,C1937294500,NEW
C009016577,C176203926,NEW
C009033565,C1789550256,NEW
C009038223,C1680630881,NEW
C009005754,C977993101,NEW
C009014111,C758991444,NEW
C009009179,C578102596,NEW
C009034113,C184253187,NEW
C009001781,C2050019814,NEW
C009007261,C187649742,NEW
C009013563,C968113504,NEW
C009032469,C1899073220,NEW
C009027811,C575335780,RECURRING
C009001507,C1782580546,NEW
C009036168,C1095666481,NEW
C009008905,C1334973394,NEW
C009028907,C1515704208,NEW
C009027126,C1373172466,NEW
C009004658,C801197928,NEW
C009017125,C1609562230,NEW
C009003973,C1347294617,NEW
C009001644,C1545688642,NEW
C009005069,C256417920,NEW
C009004384,C728885526,NEW
C009038223,C1284149862,NEW
C009006987,C1568059495,NEW
C009041100,C1515704208,NEW
C009021509,C41792607,NEW
C009020687,C1336996537,NEW
C009010823,C448070390,NEW
C009023975,C2110335494,NEW
C009026578,C1529639302,NEW
C009004110,C634440506,NEW
C009015344,C1850803964,NEW
C009007535,C1694262384,NEW
C009034935,C1398530689,NEW
C009025345,C1750350389,NEW
C009010412,C1137350304,NEW
C009001644,C7881234,NEW
C009034113,C979387846,NEW
C009020002,C1058634310,NEW
C009036853,C934085675,NEW
C009006028,C171493374,NEW
C009014522,C71555810,NEW
C009006850,C134604590,RECURRING
C009019454,C1337741679,NEW
C009022468,C2020152163,NEW
C009025208,C2006206648,NEW
C009024797,C869665662,NEW
C009013563,C922511709,NEW
C009014933,C967425740,NEW
C009022057,C1839337592,NEW
C009017536,C115939475,NEW
C009028633,C1327907419,NEW
C009022879,C1459035867,NEW
C009034113,C459857341,NEW
C009024249,C1321530272,NEW
C009017262,C1049228732,NEW
C009005206,C1778289781,NEW
C009028633,C304528024,NEW
C009017810,C736709391,NEW
C009028359,C1330106945,NEW
C009021509,C424743902,NEW
C009026304,C1909504164,NEW
C009030277,C42158278,NEW
C009018084,C225852166,NEW
C009040415,C1880332929,NEW
C009019591,C555334025,NEW
C009040004,C1786758337,NEW
C009026578,C1134894336,NEW
C009036579,C751413576,NEW
C009035209,C323761934,NEW
C009014385,C127252077,NEW
C009012056,C1318822808,NEW
C009037812,C814473635,NEW
C009021098,C1047634424,NEW
C009033428,C1753885705,NEW
C009017947,C1446521801,NEW
C009040278,C2081595126,NEW
C009022605,C1289462509,NEW
C009028633,C410033330,NEW
C009028770,C1730752455,NEW
C009028633,C1354725727,NEW
C009032332,C237988421,NEW
C009028359,C1629687658,NEW
C009038360,C1266035080,NEW
C009010138,C1971489295,NEW
C009029866,C1627965794,NEW
C009012741,C1023714065,NEW
C009032332,C1065443868,NEW
C009010549,C377207092,NEW
C009023153,C1852606548,NEW
C009004932,C1692066743,NEW
C009030003,C746359178,NEW
C009027537,C486371171,NEW
C009009316,C1222590577,NEW
C009014796,C801142660,NEW
C009022057,C1413871034,NEW
C009011782,C954225330,NEW
C009017536,C1346667529,NEW
C009027948,C434091818,NEW
C009014522,C728526866,NEW
C009031373,C1155337528,NEW
C009037264,C451111351,RECURRING
C009030003,C1789550256,NEW
C009039867,C146305349,NEW
C009006713,C578102596,NEW
C009024386,C1335946878,NEW
C009036305,C433115563,NEW
C009017810,C517653428,NEW
C009010001,C1560607671,NEW
C009037401,C1935365522,NEW
C009012741,C1434590943,NEW
C009013563,C18996450,NEW
C009037401,C1475909248,NEW
C009020824,C1589547066,NEW
C009040004,C145693769,NEW
C009033565,C1811787479,NEW
C009016303,C1694262384,NEW
C009023427,C1136419747,NEW
C009027263,C1234059684,NEW
C009001644,C529351377,NEW
C009009042,C1869400026,NEW
C009025071,C114618982,NEW
C009037675,C1023714065,NEW
C009005206,C1603338883,NEW
C009032743,C1041638599,NEW
C009022605,C1408538096,NEW
C009001233,C1662235713,NEW
C009015618,C42158278,NEW
C009024523,C1343642221,NEW
C009023701,C1277716905,NEW
C009038771,C1951379728,NEW
C009016851,C33524623,NEW
C009040552,C846947180,NEW
C009000548,C1790598448,NEW
C009018084,C270095066,NEW
C009033565,C1827910615,NEW
C009026441,C859193874,NEW
C009026304,C977993101,NEW
C009034524,C1297685781,NEW
C009001507,C777000001,NEW
C009005617,C365212068,RECURRING
C009009727,C777000003,ESTABLISHED
C009017947,C777000005,NEW
C009022057,C777000006,NEW
C009026167,C888000007,NEW
C009002192,C888000007,NEW
C009007672,C888000007,NEW
C009025482,C888000007,NEW
C009040552,C888000007,NEW
C009034387,C888000009,NEW
C009003562,C888000009,NEW
C009010412,C888000009,NEW
C009028222,C888000009,NEW
